OBJECTID,Name,Jurisdiction,County,Type,Sub_Type,Status,Acres,Source,centroid_lat,centroid_lon
22171,Creekside Park,Gahanna,FRA,PARK,C,Public,5.83534605,Gahanna,40.0203692,-82.8809379
22173,East Granville Road Park,Worthington,FRA,PARK,C,Public,7.79340196,,40.0874968,-83.0099021
22174,Emersonia,Township,FRA,PARK,N,Public,1.24721205,,39.9051184,-83.0681504
22175,The Big Splash,Grove City,FRA,PARK,C,Public,3.7792321,Grove City,39.8885254,-83.0774213
22176,Waggoner Chase Parkland,Columbus,FRA,PARK,NOS,Public,5.16333128,Columbus,40.0058851,-82.7817448
22177,Frantz/Field Of Corn (Sam & Eulalia Park),Dublin,FRA,PARK,C,Public,2.55691986,Dublin,40.0849559,-83.1235670
22178,Friendship Park,Gahanna,FRA,PARK,C,Public,22.66989184,Gahanna,40.0147192,-82.8755477
22179,Havenwood Park,Bexley,FRA,PARK,N,Public,1.08593999,,39.9508781,-82.9333697
22180,Heather Ridge Park,Hilliard,FRA,PARK,N,Public,2.77028097,Hilliard,40.0434564,-83.1492981
22181,Heritage Park,Westerville,FRA,PARK,R,Public,54.39413979,Westerville,40.1293042,-82.9453211
22182,Hickory Woods Park,Columbus,FRA,PARK,NOS,Public,5.22124118,Columbus,40.1307403,-83.0827765
22183,Hilliard East Pool And Park,Hilliard,FRA,PARK,N,Public,5.42778991,Hilliard,40.0464723,-83.1200348
22184,Huber Park,Reynoldsburg,FRA,PARK,C,Public,47.27467573,,39.9492061,-82.8036215
22185,Iuka Park,Columbus,FRA,PARK,NOS,Public,4.09577702,Columbus,40.0052531,-83.0008695
22186,Jeffrey Park,Bexley,FRA,PARK,C,Public,33.62339952,parcels,39.9728621,-82.9441984
22187,Kaltenbach Park,Dublin,FRA,PARK,C,Public,11.87167711,,40.0774020,-83.1526097
22188,Kelley Park,Columbus,FRA,PARK,CON,Public,7.40105208,Columbus,39.9526854,-82.8532545
22189,Kings Creek Parkland,Columbus,FRA,PARK,NOS,Public,4.44782901,Columbus,39.9113804,-83.0489861
22190,Kingsbury Parkland,Columbus,FRA,PARK,NOS,Public,11.72235461,Columbus,39.9112294,-83.0463186
22191,Kraner Park,Columbus,FRA,PARK,C,Public,7.76420791,Columbus,39.9393012,-82.8621300
22192,Lamby Lane Park,Whitehall,FRA,PARK,N,Public,3.70576505,,39.9591144,-82.8930796
22193,Livingston House,Reynoldsburg,FRA,PARK,N,Public,3.3030645,,39.9473503,-82.7955765
22194,Livmoor Park,Columbus,FRA,PARK,N,Public,0.87929529,Columbus,39.9373522,-82.9044318
22195,Mccorkle Park,Gahanna,FRA,PARK,REC,Public,12.56831372,Gahanna,40.0297119,-82.8830193
22196,Mcferson Commons,Columbus,FRA,PARK,N,Public,2.94793936,Columbus,39.9668870,-83.0073346
22197,Mckinley Field,Grandview Heights,FRA,PARK,C,Public,5.17464247,,39.9765722,-83.0517004
22198,Veterans Memorial Park,Gahanna,FRA,PARK,N,Public,1.73782876,Gahanna,40.0184574,-82.8807059
22199,Millbrook Park,Columbus,FRA,PARK,N,Public,1.63868626,Columbus,39.9269005,-82.9498497
22200,Miller Park,Upper Arlington,FRA,PARK,N,Public,3.95212277,,39.9950254,-83.0618061
22201,Monterey Park,Dublin,FRA,PARK,N,Public,3.90083923,Dublin,40.0970463,-83.1199039
22202,Noe-Bixby Park,Columbus,FRA,PARK,N,Public,11.12637558,FCA,39.9246363,-82.8654415
22203,Norton Field,Whitehall,FRA,PARK,N,Public,1.69382494,,39.9720030,-82.8814913
22204,Oxford Park,Upper Arlington,FRA,PARK,N,Public,1.16516948,,40.0410822,-83.0901795
22205,Park Blvd./Devil'S Hill Park,Worthington,FRA,PARK,N,Public,4.9496951,FCA,40.0803474,-83.0144739
22206,Parkridge Park,Columbus,FRA,PARK,R,Public,42.57526598,Columbus,40.0633163,-82.9248992
22207,Rathburn Woods,Gahanna,FRA,PARK,N,Public,1.48325072,Gahanna,40.0103078,-82.8434180
22208,Reibel Woods,Township,FRA,PARK,N,Public,2.55797131,FCA,40.0552701,-83.1613928
22209,Riverbend Addition,Columbus,FRA,PARK,NOS,Public,11.20878255,Columbus,39.9211911,-83.0784145
22210,Riverside Green South Park,Columbus,FRA,PARK,NOS,Public,1.38635743,FCA,40.0838004,-83.0952934
22211,Rodebaugh Park,Reynoldsburg,FRA,PARK,N,Public,3.52513054,,39.9708438,-82.8060947
22212,Sawyer Park,Columbus,FRA,PARK,N,Public,1.81304994,Columbus,39.9757495,-82.9737746
22213,Sensenbrenner Park,Columbus,FRA,PARK,N,Public,0.92268032,Columbus,39.9686101,-83.0013357
22214,Shaker Square Park,Worthington,FRA,PARK,N,Public,1.23279365,,40.0863342,-83.0407536
22215,Shull Park,Gahanna,FRA,PARK,C,Public,10.49357203,Gahanna,40.0202424,-82.8725648
22216,Smith Nature Park,Upper Arlington,FRA,PARK,N,Public,3.27767188,,40.0241258,-83.0459536
22217,Swearingen Park,Grove City,FRA,PARK,N,Public,0.96475935,Grove City,39.8810565,-83.0724926
22218,Swisher Creek Park,Township,FRA,PARK,C,Public,17.90680206,Jefferson Twp,40.0407502,-82.7942512
22219,Tanglebrook Park,Grove City,FRA,PARK,C,Public,5.32702331,Grove City,39.8806328,-83.1076964
22220,Tinapple Park,Hilliard,FRA,PARK,N,Public,3.75100425,Hilliard,40.0138021,-83.1599254
22221,Trapp Park,Gahanna,FRA,PARK,N,Public,2.93752574,Gahanna,40.0383786,-82.8689111
22222,Tremont Fountain Park,Upper Arlington,FRA,PARK,N,Public,1.07818598,,40.0121618,-83.0706128
22223,The Commons At Brighton,Dublin,FRA,PARK,N,Public,2.17889911,Dublin,40.0807374,-83.1471989
22224,Walden Bluff Park,Grove City,FRA,PARK,N,Public,1.75895941,Grove City,39.8984694,-83.0754078
22225,Wallace Gardens,Grandview Heights,FRA,PARK,C,Public,5.81193156,,39.9762208,-83.0468939
22226,Kilbourne Run Parkland,Columbus,FRA,PARK,NOS,Public,9.22756484,Columbus,40.0695979,-82.9395880
22227,Webster Park,Columbus,FRA,PARK,N,Public,1.65072221,Columbus,40.0390211,-83.0248469
22228,Westchester Park,Columbus,FRA,PARK,N,Public,1.52812029,Columbus,39.9357357,-83.1534994
22229,Westerville Woods Park,Columbus,FRA,PARK,CON,Public,1.56220541,Columbus,40.0670650,-82.9234325
22230,Wexford Green Park,Columbus,FRA,PARK,N,Public,9.70921863,Columbus,39.9768520,-83.1633539
22231,Woodside Green Park,Gahanna,FRA,PARK,R,Public,32.84688939,Gahanna,40.0436087,-82.8818567
22232,Clinton-Como Park,Columbus,FRA,PARK,C,Public,20.73205412,Columbus,40.0260368,-83.0225665
22233,Brooksedge Park,Westerville,FRA,PARK,N,Public,3.88863301,Westerville,40.1080756,-82.9358882
22236,Hanby Park,Westerville,FRA,PARK,N,Public,3.75069587,Westerville,40.1231098,-82.9270652
22237,Spindler Road Park,Columbus,FRA,PARK,C,Public,75.12054599,Columbus,39.9926860,-83.1678104
22238,Clover Groff Nature Area,Columbus,FRA,PARK,CON,Public,19.52904213,Columbus,40.0062276,-83.1691066
22239,Ballentree Community Park,Dublin,FRA,PARK,C,Public,17.07411411,Dublin,40.0844989,-83.1621609
22240,Community Tennis Complex,Westerville,FRA,RECREATION,SPU,Public,3.20123256,,40.1176717,-82.9212676
22241,Royal Gardens Park,Gahanna,FRA,PARK,N,Public,0.26187859,,40.0196743,-82.8931668
22242,Scioto Country Club,Upper Arlington,FRA,GOLF,GOLF,Public,159.83724284,,40.0036533,-83.0743603
22243,York Temple Country Club,Columbus,FRA,GOLF,GOLF,Public,133.15101117,,40.1148988,-83.0248538
22244,Winding Hollow Country Club,Township,FRA,GOLF,GOLF,Public,179.09564543,,40.0739221,-82.7690336
22245,Oakhurst Country Club,Township,FRA,GOLF,GOLF,Public,164.87004955,,39.8866027,-83.1628131
22246,Wilson Road/Raymond Memorial Golf Course,Columbus,FRA,GOLF,GOLF,Public,214.42111492,Columbus,39.9926007,-83.1023626
22247,Blacklick Woods Golf Course,Reynoldsburg,FRA,GOLF,GOLF,Public,224.61504819,Metro Parks,39.9414585,-82.8031044
22255,Airport Golf Course,Columbus,FRA,GOLF,GOLF,Public,134.57969504,Columbus,39.9932403,-82.8640896
22256,Brookside Golf & Country Club,Township,FRA,GOLF,GOLF,Public,244.98487718,,40.0961640,-83.0669284
22257,Champions Of Columbus,Columbus,FRA,GOLF,GOLF,Public,208.5579751,Columbus,40.0496315,-82.9366394
22258,Columbus Country Club,Columbus,FRA,GOLF,GOLF,Public,235.08168253,,39.9711849,-82.8638472
22259,Gahanna Municipal Course,Gahanna,FRA,GOLF,GOLF,Public,64.77845229,Gahanna,40.0244100,-82.8803931
22260,Heritage Golf Club,Hilliard,FRA,GOLF,GOLF,Public,166.08037364,orthos,40.0223595,-83.1715268
22261,Jefferson Golf And Country Club,Township,FRA,GOLF,GOLF,Public,200.09885958,Jefferson Twp,40.0109115,-82.8193329
22262,New Albany Links,New Albany,FRA,GOLF,GOLF,Public,193.64147607,,40.1030069,-82.7890438
22263,O.S.U. Golf Course,Upper Arlington,FRA,GOLF,GOLF,Public,288.63251839,,40.0347459,-83.0570176
22264,Rocky Fork Hunt Club,Township,FRA,RECREATION,SPU,Private,190.09572596,,40.0242408,-82.8522639
22265,The Links At Groveport,Groveport,FRA,GOLF,GOLF,Public,141.7469733,,39.8466283,-82.8784778
22266,Thorn Apple Country Club,Township,FRA,GOLF,GOLF,Public,131.95268819,,39.9699017,-83.1764598
22267,Walnut Hill Golf Course,Columbus,FRA,GOLF,GOLF,Public,71.0716177,Columbus,39.9369964,-82.8374106
22268,Worthington Hills Country Club,Township,FRA,GOLF,GOLF,Public,155.5869687,,40.1264557,-83.0519193
22269,Homestead Springs Golf Course,Township,FRA,GOLF,GOLF,Public,139.81929773,,39.8000045,-82.8627967
22339,Westchester Links Golf Course,Canal Winchester,FRA,GOLF,GOLF,Public,292.72042605,,39.8320547,-82.8292436
22414,Griggs Reservoir,Columbus,FRA,PARK,R,Public,24.82397075,Columbus,40.0871327,-83.1123265
22415,Dublin Kiwanis Riverway Access,Dublin,FRA,GREEN SPACE,NOS,Public,0.79509804,Dublin,40.0992606,-83.1119128
22416,Fancyburg Park,Upper Arlington,FRA,PARK,C,Public,23.52360919,MORPC,40.0231265,-83.0874037
22417,Heischman Park,Worthington,FRA,PARK,N,Public,1.00225845,,40.1024622,-83.0072566
22418,Spring Grove North Park,Westerville,FRA,PARK,C,Public,6.20294813,Westerville,40.1307140,-82.8894900
22419,Woodside Green South Park,Gahanna,FRA,PARK,N,Public,3.91301799,Gahanna,40.0359716,-82.8923338
22420,Pipers Glen Basin,Gahanna,FRA,PARK,N,Public,1.19316618,Gahanna,40.0377833,-82.8980526
22421,Woodmark Woods Reserve,Gahanna,FRA,PARK,NOS,Public,9.98451161,Gahanna,40.0398541,-82.8960591
22422,Bryn Mawr Woods Reserve,Gahanna,FRA,PARK,N,Public,1.37208654,Gahanna,40.0393618,-82.8472622
22423,Rush Run Park,Worthington,FRA,PARK,R,Public,38.95293733,Columbus,40.0761145,-83.0295023
22424,Antrim Park,Columbus,FRA,PARK,R,Public,122.58458148,Columbus,40.0804837,-83.0337047
22425,Makris Park,Columbus,FRA,PARK,N,Public,0.14004365,Columbus,40.0728856,-83.0343007
22426,Pride Park,Columbus,FRA,PARK,N,Public,0.08860696,Columbus,40.0185660,-82.9654510
22427,Clintonville Park,Columbus,FRA,PARK,N,Public,0.14293059,Columbus,40.0179702,-83.0118493
22428,Wonderland Park,Columbus,FRA,PARK,CON,Public,14.97523431,Columbus,40.0004627,-82.8716434
22429,Sawyer Senior Center,Columbus,FRA,PARK,N,Public,4.66888209,Columbus,39.9757447,-82.9780158
22430,Sawyer Recreation Center,Columbus,FRA,PARK,C,Public,5.56039163,Columbus,39.9750677,-82.9744892
22431,Thurber Park,Columbus,FRA,PARK,N,Public,0.74159585,Columbus,39.9655186,-82.9846861
22432,Richter Workers Memorial Park,Columbus,FRA,PARK,SPU,Public,0.29756406,Columbus,39.9644972,-83.0033992
22433,Wilson Avenue Park,Columbus,FRA,PARK,PRES,Public,0.11991059,Columbus,39.9583942,-82.9663156
22434,Cody Park,Columbus,FRA,PARK,N,Public,0.30482559,Columbus,39.9557106,-83.0361959
22435,Frank Fletch Memorial Park,Columbus,FRA,PARK,N,Public,0.19116164,Columbus,39.9509508,-82.9920764
22437,Stephens Drive Park,Columbus,FRA,PARK,NOS,Public,0.90660116,Columbus,39.9351371,-83.0891775
22438,Sol Shenk Park,Columbus,FRA,PARK,PRES,Public,24.15892309,Columbus,39.9309877,-82.8662686
22439,Willis Park,Columbus,FRA,PARK,NOS,Public,2.70161816,Columbus,39.9501196,-82.8637614
22440,Catalpa Park,Columbus,FRA,PARK,NOS,Public,13.42087721,Columbus,39.9265023,-82.8684965
22441,Forest Park,Columbus,FRA,PARK,N,Public,4.0997408,Columbus,39.9133121,-83.0785367
22442,Alkire Road Park,Columbus,FRA,PARK,C,Public,15.63720372,Columbus,39.9112979,-83.0958548
22443,Alkire Lakes Park,Columbus,FRA,PARK,C,Public,5.82604509,Columbus,39.9133308,-83.0913874
22444,Jefferson Woods Park,Columbus,FRA,PARK,N,Public,1.86132258,Columbus,39.9960491,-82.7804875
22445,Elk Run Addition,Columbus,FRA,PARK,NOS,Public,39.3356764,Columbus,39.8913377,-82.9013247
22446,Waltham Woods Park,Columbus,FRA,PARK,N,Public,1.5016914,Columbus,40.0710383,-82.9440801
22447,Alum Creek Parkland,Columbus,FRA,PARK,PRES,Public,12.16733068,Columbus,40.0298732,-82.9338926
22448,Weiler Park,Columbus,FRA,PARK,C,Public,38.24607891,Columbus,39.9975930,-82.9370697
22449,Brentnell Avenue Park,Columbus,FRA,PARK,NOS,Public,25.44682323,Columbus,39.9986377,-82.9438267
22450,Eagle Grading Park,Columbus,FRA,PARK,CON,Public,4.73949177,Columbus,40.0051898,-82.9352439
22451,Certified Oil Parkland,Columbus,FRA,PARK,CON,Public,9.06633007,Columbus,39.9101009,-82.8787694
22452,Alum Creek/Cooper Rd Parkland Coh,Columbus,FRA,PARK,CON,Public,9.34008024,Columbus,40.1012124,-82.9374989
22453,Gelpi Park,Columbus,FRA,PARK,PRES,Public,2.24054106,Columbus,40.1037488,-82.9373532
22454,Galloway Ridge Parkland,Columbus,FRA,PARK,N,Public,4.32498137,Columbus,39.9557783,-83.1569421
22455,Brownlee Circle Park,Columbus,FRA,PARK,N,Public,1.70276001,Columbus,39.9494008,-82.9233301
22456,Rhodes Park,Columbus,FRA,PARK,C,Public,51.12898476,Columbus,39.9589035,-83.0503892
22457,Big Walnut Park,Columbus,FRA,PARK,R,Public,23.00158936,Columbus,39.9417897,-82.8602977
22458,Yorkshire Park,Columbus,FRA,PARK,PRES,Public,13.58874415,Columbus,39.9494389,-82.8539982
22459,Big Walnut Park,Columbus,FRA,PARK,R,Public,116.1716275,Columbus,39.9481769,-82.8572942
22461,Creek Ridge Park,Columbus,FRA,PARK,C,Public,12.28799501,Columbus,40.0644778,-82.9218168
22462,Strawberry Farms Park,Columbus,FRA,PARK,R,Public,23.67370724,Columbus,40.0720353,-82.9205068
22463,Tanager Woods,Columbus,FRA,PARK,R,Public,41.97149153,Columbus,40.0677683,-82.9209582
22464,Westerford Village Park,Columbus,FRA,PARK,C,Public,5.24956052,Columbus,40.0705355,-82.9226655
22465,Mccoy Park,Columbus,FRA,PARK,C,Public,19.83042116,Columbus,39.9369734,-83.0124125
22466,Moler Street Parkland,Columbus,FRA,PARK,PRES,Public,2.50825632,Columbus,39.9342607,-83.0005782
22467,Neff Street Parkland,Columbus,FRA,PARK,PRES,Public,3.77075989,Columbus,39.9344113,-82.9992574
22468,Westbank Walkway,Columbus,FRA,PARK,N,Public,1.35351933,Columbus,39.9560907,-83.0084970
22469,Pump House Park,Columbus,FRA,PARK,N,Public,4.03525959,Columbus,39.9566254,-82.9437913
22470,Westerville Crossing Parkland,Columbus,FRA,PARK,CON,Public,0.91250854,Columbus,40.0845736,-82.9244663
22471,Cooper Park,Columbus,FRA,PARK,C,Public,35.43799667,Columbus,40.0924966,-82.9304201
22472,Sharon Woods Metro Park,Township,FRA,PARK,M,Public,754.92957928,Metro Parks,40.1161907,-82.9623543
22473,Foxboro Basin,Gahanna,FRA,PARK,N,Public,2.53350126,Gahanna,40.0301534,-82.8627245
22475,Meadowgrove Park,Grove City,FRA,PARK,C,Public,12.02067683,Grove City,39.8479415,-83.0693884
22476,Veteran'S Park,Groveport,FRA,PARK,N,Public,0.156152,,39.8519279,-82.8885621
22477,Blacklick Park,Groveport,FRA,PARK,C,Public,10.7778846,,39.8541292,-82.8777891
22478,Godown Road Park,Columbus,FRA,PARK,C,Public,9.95937171,orthos,40.0834457,-83.0522173
22479,Spring Grove North Greenway,Westerville,FRA,PARK,C,Public,15.21826915,Westerville,40.1304753,-82.8969020
22483,Caroway Reserve,Gahanna,FRA,PARK,NOS,Public,1.18818072,Gahanna,40.0146358,-82.8495034
22484,Helmbright Woods Reserve,Gahanna,FRA,PARK,NOS,Public,3.63391266,Gahanna,40.0061330,-82.8514800
22485,Mckenna Creek Parkway,Gahanna,FRA,PARK,NOS,Public,5.9123138,Gahanna,40.0340714,-82.8747554
22486,Y Park,Gahanna,FRA,PARK,C,Public,12.25398229,Gahanna,40.0485175,-82.8580435
22487,Clarenton Green Park,Gahanna,FRA,PARK,C,Public,2.81692329,Gahanna,40.0500617,-82.8180568
22488,Clarenton Green Reserve,Gahanna,FRA,PARK,C,Public,4.32415549,Gahanna,40.0528269,-82.8190068
22489,Clark State Basin,Gahanna,FRA,PARK,NOS,Public,1.89262784,Gahanna,40.0443976,-82.8205642
22490,Hunters Ridge Pool Park,Gahanna,FRA,PARK,REC,Public,8.7747845,Gahanna,40.0109018,-82.8608192
22491,Goshen Park,Gahanna,FRA,PARK,N,Public,0.38456173,,40.0092301,-82.8939045
22492,Fleetrun Park,Gahanna,FRA,PARK,N,Public,5.02286591,Gahanna,40.0141164,-82.8571313
22493,Gramercy Park,Gahanna,FRA,PARK,N,Public,0.27467146,Gahanna,40.0138038,-82.8672617
22494,Shull Reserve,Gahanna,FRA,PARK,PRES,Public,1.50786286,Gahanna,40.0189495,-82.8712092
22495,Shagbark Reserve,Gahanna,FRA,PARK,N,Public,2.4274382,Gahanna,40.0508568,-82.8607757
22496,Underwood Reserve,Gahanna,FRA,PARK,N,Public,2.84704378,Gahanna,40.0520283,-82.8576956
22497,Agler Road Parkway,Gahanna,FRA,PARK,NOS,Public,6.9435742,Gahanna,40.0187704,-82.8866596
22498,Pizzurro Park,Gahanna,FRA,PARK,C,Public,23.50345877,Gahanna,39.9957459,-82.8596336
22499,Headley Park,Gahanna,FRA,PARK,C,Public,33.34905814,Gahanna,40.0446831,-82.8252375
22500,Beacon Fields,Hilliard,FRA,PARK,C,Public,2.78177239,Hilliard,40.0249814,-83.1309734
22501,Creed Lawless Park,Grove City,FRA,PARK,N,Public,0.29892331,Grove City,39.8791878,-83.0942038
22502,Sawmill Wildlife Education Area,ODNR,FRA,PARK,SPU,Private,17.90856281,ODNR,40.0996061,-83.0846007
22503,Glenview Park,Columbus,FRA,PARK,N,Public,3.71540939,Columbus,39.9622886,-83.0647686
22504,Lock Meadows,Lockbourne,FRA,PARK,C,Public,8.1379726,,39.8101015,-82.9695270
22505,Trinity Park,Dublin,FRA,PARK,N,Public,4.75078777,Dublin,40.0818708,-83.1459583
22506,Sandy Corners Park,Dublin,FRA,PARK,N,Public,6.92638905,Dublin,40.0868225,-83.1548458
22507,Wellington Park,Dublin,FRA,PARK,NOS,Public,2.24340201,Dublin,40.1180378,-83.1247509
22508,Ben Hanby Park,Westerville,FRA,PARK,N,Public,0.12703245,Westerville,40.1264121,-82.9289035
22509,College Knoll Wetlands,Westerville,FRA,PARK,C,Public,13.88756034,Westerville,40.1303222,-82.9138359
22510,Electric Park,Westerville,FRA,PARK,N,Public,0.12153548,Westerville,40.1154563,-82.9274199
22511,Hannah Mayne Park,Westerville,FRA,PARK,N,Public,3.21462271,Westerville,40.1204335,-82.9327850
22516,Springborough Greenway,Westerville,FRA,PARK,N,Public,3.81473987,Westerville,40.1009560,-82.9084766
22517,Springborough Greenway,Westerville,FRA,PARK,N,Public,0.31436642,Westerville,40.0992469,-82.9079970
22518,Springborough Greenway,Westerville,FRA,PARK,N,Public,3.18736197,Westerville,40.0968357,-82.9083981
22519,Springborough Greenway,Westerville,FRA,PARK,N,Public,0.26007763,Westerville,40.0984280,-82.9080892
22520,Hoover Park,Grove City,FRA,PARK,REC,Private,5.96291746,Grove City,39.8697155,-83.0873698
22521,Mallway Park,Upper Arlington,FRA,PARK,N,Public,0.74974521,,39.9991793,-83.0611284
22522,Concord Lakes,Grove City,FRA,PARK,N,Public,1.84609944,Grove City,39.8911408,-83.1140787
22523,Community Park,Harrisburg,FRA,PARK,N,Public,0.10822037,,39.8097426,-83.1713132
22524,Chatterton Parkland,Columbus,FRA,PARK,PRES,Public,38.23734493,Columbus,39.9076115,-82.8458379
22525,Deems Parkland,Columbus,FRA,PARK,CON,Public,9.85869757,Columbus,39.9101706,-82.8775293
22526,Cherrybottom Park North,Columbus,FRA,PARK,R,Public,92.92141341,Columbus,40.0658890,-82.8996343
22527,Olentangy Parkland Far North,Columbus,FRA,PARK,C,Public,13.64242003,Columbus,40.1187864,-83.0320770
22528,Bilingsly Basin,Columbus,FRA,GREEN SPACE,NOS,Public,4.32489802,,40.1129105,-83.0783557
22529,Lane Woods,Columbus,FRA,PARK,PRES,Public,1.67669335,Columbus,39.9983809,-83.0798680
22530,Cumberland Woods Park,Columbus,FRA,PARK,N,Public,5.57716323,Columbus,40.0090111,-82.9274808
22531,Ridgewood Park,Westerville,FRA,PARK,C,Public,28.2252344,,40.0853077,-82.9122230
22532,Woods Of Brighton,Dublin,FRA,PARK,N,Public,0.78864525,Dublin,40.0811813,-83.1441853
22533,The Golf Club,Township,FRA,GOLF,GOLF,Public,451.35647966,,40.0662941,-82.7860869
22534,Thompson Road Park,Columbus,FRA,PARK,C,Public,58.73647235,,40.0685809,-82.8421192
22535,Blendon Woods Metro Park,Columbus,FRA,PARK,M,Public,649.11311522,Metro Parks,40.0722516,-82.8791364
22536,Little Turtle Country Club,Columbus,FRA,GOLF,GOLF,Public,168.54359593,,40.0858563,-82.8796158
22545,Nature Preserve,New Albany,FRA,PARK,PR,Public,27.24406235,,40.0864502,-82.8210418
22546,Nature Preserve,New Albany,FRA,PARK,PR,Public,6.32926853,,40.0809109,-82.8246212
22547,Rose Run Park,New Albany,FRA,PARK,C,Public,5.75869955,,40.0827039,-82.8146524
22548,Fenway Road Open Space,New Albany,FRA,PARK,C,Public,7.86041928,,40.0711973,-82.8186709
22549,Lambton Park,New Albany,FRA,PARK,C,Public,7.21266308,,40.0618917,-82.8245658
22550,James River Road Open Space,New Albany,FRA,PARK,C,Public,15.16568453,,40.0546047,-82.8317873
22551,Eyre Hall Pass Open Space,New Albany,FRA,PARK,N,Public,4.56036593,,40.0563028,-82.8226102
22552,Rocky Fork Metro Park,New Albany,FRA,PARK,M,Public,338.05265566,Metro Parks,40.1221045,-82.8327754
22557,Sports Ohio,Dublin,FRA,GOLF,GOLF,Public,69.09783378,,40.0975709,-83.1854518
22560,Concord Lakes,Grove City,FRA,PARK,N,Public,1.72349713,Grove City,39.8917614,-83.1162865
22561,Quail Creek Park,Grove City,FRA,PARK,C,Public,5.03882746,Grove City,39.8425750,-83.0691811
22562,Indian Trails Park,Grove City,FRA,PARK,N,Public,3.80410217,Grove City,39.8354749,-83.0446227
22565,Blacklick Ridge Community Park Open Space,Blacklick,FRA,PARK,PRES,Public,29.68144813,Jefferson Twp,39.9952940,-82.8057953
22566,Blacklick Ridge Community Park Open Space,Blacklick,FRA,PARK,NOS,Public,6.27071068,Jefferson Twp,39.9910887,-82.8095574
22567,Pinnacle Golf Club,Grove City,FRA,GOLF,GOLF,Public,53.80377582,Grove City,39.8601928,-83.0461665
22577,Dublin Spring Park,Dublin,FRA,PARK,NOS,Public,2.06027976,Dublin,40.1002519,-83.1119701
22578,Wyandotte Woods Open Space,Dublin,FRA,PARK,NOS,Public,5.39295679,Dublin,40.1293911,-83.1113118
22579,Kendall Ridge Park,Dublin,FRA,PARK,N,Public,8.30423328,Dublin,40.0914449,-83.1642468
22580,Coventry Woods Park,Dublin,FRA,PARK,N,Public,20.71746935,Dublin,40.1128974,-83.1244881
22581,Shannon Glen Park,Dublin,FRA,PARK,N,Public,24.38692282,Dublin,40.1331431,-83.1630661
22582,Martin Commons Park,Dublin,FRA,PARK,N,Public,2.34058367,Dublin,40.0953915,-83.0980684
22583,Ml Red Trabue Nature Reserve,Dublin,FRA,PARK,PR,Public,0.9965105,Dublin,40.1079601,-83.1699579
22584,Bryson Cove,Dublin,FRA,PARK,NOS,Public,0.75109469,Dublin,40.1178087,-83.1008872
22585,River Frontage,Dublin,FRA,PARK,NOS,Public,4.79075621,Dublin,40.1079289,-83.1135474
22586,Hawk'S Nest Park,Dublin,FRA,PARK,NOS,Public,6.66169475,Dublin,40.1290119,-83.1569132
22591,Klingbeil Parkland,Columbus,FRA,PARK,PRES,Public,52.694167,Columbus,39.9208655,-82.8708039
22592,Big Walnut Greenway,Columbus,FRA,PARK,M,Public,40.42474275,Metro Parks,39.9112909,-82.8725708
22593,Big Walnut-Noe Bixby Parkland,Columbus,FRA,PARK,PRES,Public,3.29421465,Columbus,39.9360787,-82.8630475
22594,Hoover Reservoir,Westerville,FRA,PARK,R,Public,3.61280591,,40.1279050,-82.8874981
22595,Hoover Reservior,Westerville,FRA,PARK,R,Public,0.62859043,,40.1244628,-82.8880462
22604,Mccord Soccer Fields,Worthington,FRA,PARK,N,Public,2.92341901,FCA,40.1079413,-83.0069353
22605,Blacklick Creek Greenway Trail,Columbus,FRA,PARK,M,Public,67.76728611,Metro Parks,39.9041209,-82.8292437
22606,Blacklick Creek Greenway Trail,Columbus,FRA,PARK,M,Public,65.90771296,Metro Parks,39.9059095,-82.8372873
22607,Civic Park,Reynoldsburg,FRA,PARK,R,Public,142.7836941,,39.9734489,-82.8189680
22608,Amberleigh Community Park,Dublin,FRA,PARK,C,Public,23.11549881,Dublin,40.1399415,-83.1210999
22609,Wedgewood Hills Open Space,Dublin,FRA,PARK,PR,Private,5.61533834,Dublin,40.1392037,-83.1067853
22610,Indianola Park,Worthington,FRA,PARK,N,Public,2.4084721,FCA,40.0777649,-83.0015584
22611,Abbie Trails Park,Columbus,FRA,PARK,PRES,Public,31.81041483,Columbus,39.9030391,-82.8210651
22650,New Park,Reynoldsburg,FRA,PARK,C,Public,7.95343757,,39.9764111,-82.7856652
22652,Portman Park,Columbus,FRA,PARK,C,Public,77.34540392,Columbus,39.9077264,-82.8122383
22655,Preserve East Parkland,Columbus,FRA,PARK,CON,Public,25.56236866,Columbus,40.0680392,-82.8523172
22656,Walnut Street Parkland,Columbus,FRA,PARK,PRES,Public,9.9551682,Columbus,40.1121782,-82.8293094
22657,Jefferson Run Park,Township,FRA,PARK,C,Public,21.42428392,Jefferson Twp,40.0138843,-82.7788686
22658,Olde Quarry Park ,Jefferson Township,FRA,PARK,C,Public,84.3568898,Jefferson Twp,40.0008197,-82.8039003
22675,Bevelhymer Park,New Albany,FRA,PARK,R,Public,142.54583101,,40.1159535,-82.7872532
22676,Summitview Open Space,Dublin,FRA,GREEN SPACE,NOS,Public,4.92229246,Dublin,40.1316687,-83.0984886
22677,Wedgewood Glen Park,Dublin,FRA,PARK,N,Public,3.62724068,Dublin,40.1325618,-83.1005163
22678,Wedgewood Park,Dublin,FRA,PARK,NOS,Public,6.59623163,Dublin,40.1349861,-83.1012368
